pl_name,hostname,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,sy_dist,ra,dec,st_spectype,st_teff,st_mass,st_rad
DMPP-1 b,DMPP-1,4,Radial Velocity,2019,17.81200000000,0.1423000000,4.26000000,16.80000000,62.53880000,86.7761233,-10.6303217,F8 V,6196.00,1.210000,1.260000
DMPP-1 c,DMPP-1,4,Radial Velocity,2019,10.03000000000,0.0973000000,3.31000000,10.94000000,62.53880000,86.7761233,-10.6303217,F8 V,6196.00,1.210000,1.260000
DMPP-1 d,DMPP-1,4,Radial Velocity,2019,3.14170000000,0.0446700000,2.02000000,4.72000000,62.53880000,86.7761233,-10.6303217,F8 V,6196.00,1.210000,1.260000
DMPP-1 e,DMPP-1,4,Radial Velocity,2019,5.51600000000,0.0651000000,1.86000000,4.13000000,62.53880000,86.7761233,-10.6303217,F8 V,6196.00,1.210000,1.260000
DMPP-2 b,DMPP-2,3,Radial Velocity,2019,5.20300000000,0.0663800000,14.20000000,171.48000000,137.94000000,27.4077310,-34.4590985,F5 V,6500.00,1.410000,1.780000
DMPP-2 c,DMPP-2,3,Radial Velocity,2026,3.16800000000,0.0478900000,8.26000000,51.79000000,137.94000000,27.4077310,-34.4590985,F5 V,6500.00,1.410000,1.780000
DMPP-2 d,DMPP-2,3,Radial Velocity,2026,16.49100000000,0.1432000000,11.60000000,91.79000000,137.94000000,27.4077310,-34.4590985,F5 V,6500.00,1.410000,1.780000
DMPP-3 A b,DMPP-3 A,1,Radial Velocity,2019,5.59000000000,0.0595800000,1.44000000,2.67000000,46.89170000,91.6243532,-72.5143057,K0 V,5138.00,0.900000,0.910000
DMPP-4 b,DMPP-4,1,Radial Velocity,2023,3.49820000000,0.0485300000,3.53000000,12.20000000,25.32840000,293.5826648,51.2358069,F5-F8 V,6400.00,1.250000,1.380000
DMPP-6 b,DMPP-6,2,Radial Velocity,2026,7.60270000000,0.0779000000,2.28000000,5.80000000,54.63030000,120.3857827,-70.0234291,,6182.09,1.079000,1.270000
DMPP-6 c,DMPP-6,2,Radial Velocity,2026,36.44100000000,0.2206000000,3.74000000,13.47000000,54.63030000,120.3857827,-70.0234291,,6182.09,1.079000,1.270000
DMPP-7 b,DMPP-7,1,Radial Velocity,2026,4.98400000000,0.0587300000,9.13000000,61.39000000,101.38600000,203.5284651,0.4988127,G1 V,5996.82,1.090000,1.539490
DMPP-8 b,DMPP-8,1,Radial Velocity,2026,62.91500000000,0.3098000000,10.80000000,81.09000000,76.13350000,305.3083517,-81.6166664,,6009.00,0.990000,1.240000
DMPP-9 b,DMPP-9,1,Radial Velocity,2026,12.73300000000,0.1097000000,3.89000000,14.43000000,109.53900000,316.3060007,-66.9581622,,6092.00,1.100000,1.260000
DP Leo b,DP Leo,1,Eclipse Timing Variations,2009,10220.00000000000,8.1900000000,12.70000000,1995.88832000,305.68400000,169.3162193,17.9615717,,13500.00,0.690000,0.011500
DS Tuc A b,DS Tuc A,1,Transit,2019,8.13826800000,,5.70000000,413.17900000,44.06220000,354.9154673,-69.1960430,G6 V,5428.00,1.010000,0.964000
EPIC 201170410.02,EPIC 201170410,1,Transit,2020,6.79870000000,0.0349000000,1.04700000,1.15000000,134.00000000,170.1408561,-4.8070039,,3648.00,0.287000,0.282000
EPIC 201238110 b,EPIC 201238110,1,Transit,2019,28.16560000000,,1.87000000,4.16000000,159.25900000,179.7058532,-3.3894613,,3587.00,0.410000,0.374000
EPIC 201427007 b,EPIC 201427007,1,Transit,2021,0.72091000000,,1.50000000,2.86000000,706.39100000,184.6021322,-0.5512886,,5633.00,0.930000,0.940000
EPIC 201497682 b,EPIC 201497682,1,Transit,2019,2.13174000000,,0.69200000,0.26000000,253.02600000,168.9366786,0.4880606,,4991.00,0.780000,0.554000
EPIC 201595106 b,EPIC 201595106,2,Transit,2021,0.87724000000,0.0177000000,1.56500000,7.67000000,232.10000000,183.7203635,1.9681688,,5679.00,0.958000,0.980000
EPIC 201615463 c,K2-166,2,Transit,2019,3.80464000000,,1.22000000,1.98000000,476.88200000,185.1880932,2.2823788,,5960.00,1.073000,1.610000
EPIC 201754305 d,K2-16,3,Transit,2019,2.71578000000,,1.03000000,1.08000000,334.96700000,175.0972238,4.5574311,K3 V,4761.00,0.670000,0.544000
EPIC 201757695.02,EPIC 201757695,1,Transit,2020,2.04780000000,0.0296000000,0.90819000,0.68800000,577.60000000,173.9385102,4.6164303,,4520.00,0.727000,0.655000
EPIC 201833600 c,K2-50,2,Transit,2019,3.96151000000,,1.00000000,0.97200000,257.44300000,169.4836540,5.9882890,,4326.00,0.611000,0.634000
EPIC 201841433 b,EPIC 201841433,1,Transit,2019,4.16980000000,0.0350000000,1.04000000,1.12000000,436.48800000,175.2067520,6.1348146,,5053.00,0.802000,0.628461
EPIC 205950854 c,K2-168,2,Transit,2019,8.05072200000,,1.31000000,2.27000000,243.93500000,333.1100738,-16.3418863,,5502.70,0.877000,0.830000
EPIC 206024342 b,EPIC 206024342,3,Transit,2019,4.50756000000,,1.70000000,3.53000000,369.88800000,331.2771441,-14.1218019,,5724.00,0.928000,0.823000
EPIC 206024342 c,EPIC 206024342,3,Transit,2021,0.91172400000,,1.40000000,2.54000000,369.88800000,331.2771441,-14.1218019,,5724.00,0.928000,1.100000
EPIC 206024342 d,EPIC 206024342,3,Transit,2021,14.64753100000,,2.60000000,7.27000000,369.88800000,331.2771441,-14.1218019,,5724.00,0.928000,1.100000
EPIC 206032309 b,EPIC 206032309,1,Transit,2019,2.87814000000,,1.01000000,1.01000000,161.36500000,341.2404563,-13.9011223,,3489.00,0.221000,0.373440
EPIC 206042996 b,EPIC 206042996,2,Transit,2019,5.29860000000,,1.70000000,3.53000000,451.76900000,337.5136198,-13.6101475,,4114.00,0.565000,0.500000
EPIC 206042996 c,EPIC 206042996,2,Transit,2021,0.35488400000,,1.20000000,1.87000000,451.76900000,337.5136198,-13.6101475,,4114.00,0.565000,0.500000
EPIC 206215704 b,EPIC 206215704,1,Transit,2019,2.25543600000,,1.00000000,0.97200000,109.88800000,335.0949721,-9.5097112,,3297.00,0.407000,0.250000
EPIC 206317286 b,EPIC 206317286,2,Transit,2019,1.58252000000,,0.96000000,0.84000000,314.35000000,337.6178427,-7.9724560,,4752.00,0.711000,0.669000
EPIC 206317286 c,EPIC 206317286,2,Transit,2022,17.51547200000,,2.09400000,5.03000000,314.35000000,337.6178427,-7.9724560,,4752.00,0.832000,0.758000
EPIC 211822797 b,EPIC 211822797,1,Transit,2016,21.17019630000,0.1195000000,1.92000000,4.35000000,186.19700000,130.4102091,17.6399744,M0,4057.00,0.620000,0.580000
EPIC 211945201 b,EPIC 211945201,1,Transit,2018,19.49221000000,0.1493000000,5.76000000,11.00000000,181.69000000,136.5741931,19.4020565,G0,6069.00,1.170000,1.390000
EPIC 212297394 b,EPIC 212297394,2,Transit,2019,2.28936300000,,1.48000000,2.79000000,418.39500000,207.2061241,-17.6098985,,5171.00,0.830000,0.800000
EPIC 212297394 c,EPIC 212297394,2,Transit,2021,5.21396500000,,2.27000000,5.77000000,418.39500000,207.2061241,-17.6098985,,5171.00,0.830000,0.800000
EPIC 212424622 b,EPIC 212424622,1,Transit,2019,18.09830000000,,2.17000000,5.35000000,611.80400000,202.3313765,-14.3594358,,5782.33,1.106000,1.224700
EPIC 212499991 b,EPIC 212499991,1,Transit,2019,34.88500000000,,1.60000000,3.19000000,283.29000000,202.4887520,-12.7347749,,4982.79,0.912000,0.757541
EPIC 212587672 b,EPIC 212587672,2,Transit,2019,15.28078000000,,1.26000000,2.13000000,320.07000000,205.4445125,-10.8625468,,6004.00,0.990000,0.980000
EPIC 212587672 c,EPIC 212587672,2,Transit,2021,23.22855500000,,2.32000000,5.99000000,320.07000000,205.4445125,-10.8625468,,6004.00,0.990000,0.980000
EPIC 212624936 b,EPIC 212624936,2,Transit,2021,0.57865700000,,1.20000000,1.87000000,561.92900000,210.6376171,-10.0236852,,5765.00,1.000000,0.930000
EPIC 212624936 c,EPIC 212624936,2,Transit,2021,11.81143700000,,2.30000000,5.90000000,561.92900000,210.6376171,-10.0236852,,5765.00,1.000000,0.930000
EPIC 212737443 b,EPIC 212737443,2,Transit,2019,13.60300000000,0.0980000000,2.58600000,7.20000000,336.25000000,204.2215065,-7.3180577,K3,4684.00,0.690000,0.673000
EPIC 212737443 c,EPIC 212737443,2,Transit,2019,65.55000000000,0.2800000000,2.69000000,7.70000000,336.25000000,204.2215065,-7.3180577,K3,4684.00,0.690000,0.673000
EPIC 220492298 b,EPIC 220492298,1,Transit,2021,0.76240600000,,0.99000000,0.93700000,624.51200000,16.7615005,6.5887980,,5620.00,0.950000,0.890000
EPIC 220554210 c,K2-282,2,Transit,2019,0.70531000000,,1.60000000,3.19000000,496.28900000,13.4321524,7.9952914,,5499.00,0.940000,1.000000
EPIC 220674823 b,EPIC 220674823,2,Transit,2016,0.57130782000,0.0132000000,1.60600000,7.54000000,244.59000000,13.0800239,10.7947051,G5 V,5578.00,0.913000,0.990000
EPIC 220674823 c,EPIC 220674823,2,Transit,2016,13.34060300000,0.1078000000,2.71200000,7.90000000,244.59000000,13.0800239,10.7947051,G5 V,5578.00,0.913000,0.990000
EPIC 228836835 b,EPIC 228836835,1,Transit,2021,0.72811300000,,1.10000000,1.37000000,150.12400000,189.5748998,-5.2446247,,3782.00,0.418179,0.320000
EPIC 229004835 b,EPIC 229004835,1,Transit,2023,16.14113200000,0.1237000000,2.33200000,10.40000000,121.97100000,186.4860415,-1.4047214,,5868.00,0.970000,0.999000
EPIC 246851721 b,EPIC 246851721,1,Transit,2018,6.18023500000,0.0722900000,11.78065900,953.49000000,372.63200000,78.9198197,16.2786991,F5 V,6202.00,1.317000,1.586000
EPIC 248847494 b,EPIC 248847494,1,Transit,2018,3650.00000000000,4.5000000000,12.44199000,4131.79000000,551.88600000,159.3890808,11.8427484,,4898.00,0.900000,2.700000
EPIC 249893012 b,EPIC 249893012,3,Transit,2020,3.59510000000,0.0470000000,1.95000000,8.75000000,321.29600000,228.2482353,-16.7246474,G8 IV/V,5430.00,1.050000,1.710000
EPIC 249893012 c,EPIC 249893012,3,Transit,2020,15.62400000000,0.1300000000,3.67000000,14.67000000,321.29600000,228.2482353,-16.7246474,G8 IV/V,5430.00,1.050000,1.710000
EPIC 249893012 d,EPIC 249893012,3,Transit,2020,35.74700000000,0.2200000000,3.94000000,10.18000000,321.29600000,228.2482353,-16.7246474,G8 IV/V,5430.00,1.050000,1.710000
eps CrB b,eps CrB,1,Radial Velocity,2012,417.90000000000,1.3000000000,12.70000000,2129.46100000,69.86830000,239.3965057,26.8776171,K2 III,4406.00,1.700000,21.000000
eps Eri b,eps Eri,1,Radial Velocity,2000,2680.00000000000,3.5300000000,13.80000000,317.82840700,3.20260000,53.2284306,-9.4581715,K2 V,5020.38,0.820000,0.759106
eps Ind A b,eps Ind A,1,Radial Velocity,2019,25450.00000000000,15.7600000000,12.70000000,2065.88464550,3.63857000,330.8714021,-56.7969023,K5 V,4700.00,0.800000,0.713000
eps Tau b,eps Tau,1,Radial Velocity,2006,585.82000000000,1.8780000000,12.70000000,2285.18624633,47.52852000,67.1546573,19.1802782,K0 III,4877.00,2.570000,12.350000
FU Tau b,FU Tau,1,Imaging,2008,,800.0000000000,12.20000000,5085.28000000,133.49504660,65.8974962,25.0506711,M7.25,2838.00,0.050000,
G 192-15 b,G 192-15,2,Radial Velocity,2025,2.27476000000,0.0172300000,1.02000000,1.03000000,9.53114000,90.6220931,49.8619390,M5.0 V,2999.00,0.132000,0.170718
G 192-15 c,G 192-15,2,Radial Velocity,2025,1219.00000000000,1.1370000000,3.87000000,14.30000000,9.53114000,90.6220931,49.8619390,M5.0 V,2999.00,0.132000,0.170718
G 196-3 b,G 196-3,1,Imaging,2024,,350.0000000000,12.00000000,8263.53858200,21.79120000,151.0884754,50.3861806,,3517.00,0.519782,0.522432
G 261-6 b,G 261-6,1,Radial Velocity,2025,5.45360000000,0.0297100000,1.10000000,1.37000000,10.62670000,291.0743200,75.5558405,M5.5 V,2907.00,0.118000,0.153162
G 264-012 b,G 264-012,2,Radial Velocity,2021,2.30538000000,0.0227900000,1.39000000,2.50000000,16.00900000,326.6719598,66.8038480,M4.0 V,3326.00,0.297000,0.305000
G 264-012 c,G 264-012,2,Radial Velocity,2021,8.05180000000,0.0525000000,1.76000000,3.75000000,16.00900000,326.6719598,66.8038480,M4.0 V,3326.00,0.297000,0.305000
G 268-110 b,G 268-110,1,Radial Velocity,2025,1.43263000000,0.0128300000,1.13000000,1.52000000,,16.2236880,-18.1248020,M5.0 V,,0.137000,0.177000
G 9-40 b,G 9-40,1,Transit,2019,5.74599820000,0.0418000000,1.90000000,4.00000000,27.92760000,134.7188514,21.0747961,M2.5 V,3395.00,0.295200,0.302600
Gaia-1 b,Gaia-1,1,Transit,2022,3.05252400000,0.0404700000,13.77583728,533.95172376,363.66000000,90.6436658,-0.5771099,,5470.00,0.949000,0.952000
Gaia-2 b,Gaia-2,1,Transit,2022,3.69152240000,0.0467000000,14.81827249,259.66580852,209.22900000,110.7353308,67.2526565,,5720.00,1.000000,1.064000
Gaia-4 b,Gaia-4,1,Astrometry,2025,571.30000000000,,12.40000000,3750.37520260,73.48290000,209.5063762,31.6954898,,4034.00,0.644000,0.624000
Gaia-5 b,Gaia-5,1,Astrometry,2025,358.62000000000,,12.10000000,6633.07885409,41.18130000,302.0408173,41.9415455,,3447.00,0.339000,0.345000
Gaia22dkvL b,Gaia22dkvL,1,Microlensing,2024,,1.4000000000,14.10000000,187.83658854,1270.00000000,151.7690000,-66.1808889,,,1.145000,
gam Cep b,gam Cep,1,Radial Velocity,2003,913.00000000000,2.1300000000,12.70000000,2097.66748620,14.10240000,354.8358233,77.6331009,K1 III-IV,4775.00,1.270000,4.740000
gam Lib b,gam Lib,2,Radial Velocity,2018,414.88000000000,1.3190000000,13.70000000,357.87478628,47.40170000,233.8818636,-14.7895020,K0 III,4879.00,1.780000,12.380000
gam Lib c,gam Lib,2,Radial Velocity,2018,966.49000000000,2.3180000000,12.80000000,1662.56039702,47.40170000,233.8818636,-14.7895020,K0 III,4879.00,1.780000,12.380000
gam Psc b,gam Psc,1,Radial Velocity,2021,555.10000000000,1.3200000000,13.60000000,425.89006538,41.31070000,349.2946794,3.2823664,G7 III,4742.00,0.990000,11.200000
gam1 Leo b,gam1 Leo,1,Radial Velocity,2009,428.50000000000,1.1900000000,12.50000000,2790.43000000,39.88830000,154.9932080,19.8413890,K1 IIIb Fe-0.5,4330.00,1.230000,31.880000
GJ 1002 b,GJ 1002,2,Radial Velocity,2022,10.34650000000,0.0457000000,1.03000000,1.08000000,4.84867000,1.6764641,-7.5462123,M5.5 V,3024.00,0.120000,0.137000
GJ 1002 c,GJ 1002,2,Radial Velocity,2022,21.20200000000,0.0738000000,1.10000000,1.36000000,4.84867000,1.6764641,-7.5462123,M5.5 V,3024.00,0.120000,0.137000
GJ 1061 b,GJ 1061,3,Radial Velocity,2020,3.20730000000,0.0210000000,1.04000000,1.11000000,3.67278000,54.0032486,-44.5143104,M5.5 V,2953.00,0.120000,0.156000
GJ 1061 c,GJ 1061,3,Radial Velocity,2020,6.68210000000,0.0342000000,1.19000000,1.81000000,3.67278000,54.0032486,-44.5143104,M5.5 V,2953.00,0.120000,0.156000
GJ 1061 d,GJ 1061,3,Radial Velocity,2020,13.06600000000,0.0540000000,1.16000000,1.67000000,3.67278000,54.0032486,-44.5143104,M5.5 V,2953.00,0.120000,0.156000
GJ 1132 b,GJ 1132,2,Transit,2015,1.62892911000,0.0157000000,1.19151465,1.83704819,12.61300000,153.7090696,-47.1549358,M4.5 V,3229.00,0.194500,0.221100
GJ 1132 c,GJ 1132,2,Radial Velocity,2018,8.92900000000,0.0476000000,1.52000000,2.91000000,12.61300000,153.7090696,-47.1549358,M4.5 V,3090.00,0.198000,0.226000
GJ 1137 c,HD 93083,2,Radial Velocity,2026,9.64120000000,0.0835000000,2.11000000,5.12000000,28.51590000,161.0866672,-33.5776794,K2 IV-V,5033.80,0.836000,0.837000
GJ 1148 b,GJ 1148,2,Radial Velocity,2010,41.38000000000,0.1660000000,11.90000000,96.70000000,11.01430000,175.4326081,42.7515862,M5,3287.00,0.344045,0.358519
GJ 1148 c,GJ 1148,2,Radial Velocity,2017,532.58000000000,0.9120000000,9.71000000,68.06000000,11.01430000,175.4326081,42.7515862,M5,3287.00,0.344045,0.358519
GJ 1151 c,GJ 1151,1,Radial Velocity,2023,389.70000000000,0.5714000000,3.25000000,10.62000000,8.03625000,177.7304866,48.3732334,M 4.5V,3280.00,0.163900,0.178100
GJ 1214 b,GJ 1214,1,Transit,2009,1.58040453100,0.0150500000,2.73300000,8.41000000,14.64270000,258.8313991,4.9606795,M4 V,3101.00,0.182000,0.216200
GJ 1252 b,GJ 1252,1,Transit,2020,0.51823310000,0.0091500000,1.19300000,1.32000000,20.37300000,306.9286462,-56.4622865,M3,3458.00,0.381000,0.391000
GJ 1265 b,GJ 1265,1,Radial Velocity,2018,3.65110000000,0.0260000000,2.63000000,7.40000000,10.25250000,333.4324675,-17.6870623,M4.5 V,3236.00,0.178000,0.192000
GJ 1289 b,GJ 1289,1,Radial Velocity,2024,111.74000000000,0.2700000000,2.38000000,6.27000000,8.35147000,355.7813464,36.5363314,M4.5 Ve,3296.00,0.210000,0.245012
GJ 143 b,GJ 143,2,Transit,2019,35.61253000000,0.1915000000,2.61000000,22.70000000,16.32000000,51.7501882,-63.5001660,K4.5,4640.00,0.730000,0.695000
GJ 15 A b,GJ 15 A,2,Radial Velocity,2014,11.44070000000,0.0720000000,1.55000000,3.03000000,3.56228000,4.6126677,44.0247296,M1,3607.00,0.380000,0.380000
GJ 15 A c,GJ 15 A,2,Radial Velocity,2018,7600.00000000000,5.4000000000,6.67000000,36.00000000,3.56228000,4.6126677,44.0247296,M1,3607.00,0.380000,0.380000
GJ 160.2 b,GJ 160.2,1,Radial Velocity,2014,5.23540000000,0.0530000000,3.17000000,10.20000000,25.85570000,61.6454173,-20.8564724,M0 V,4347.00,0.690000,0.655173
GJ 163 b,GJ 163,3,Radial Velocity,2013,8.63182000000,0.0607000000,3.25000000,10.60000000,15.12850000,62.3228353,-53.3711768,M,3500.00,0.400000,0.409738
GJ 163 c,GJ 163,3,Radial Velocity,2013,25.63058000000,0.1254000000,2.50000000,6.80000000,15.12850000,62.3228353,-53.3711768,M,3500.00,0.400000,0.409738
GJ 163 d,GJ 163,3,Radial Velocity,2013,603.95116000000,1.0304000000,5.92000000,29.40000000,15.12850000,62.3228353,-53.3711768,M,3500.00,0.400000,0.409738
GJ 179 b,GJ 179,1,Radial Velocity,2009,2288.00000000000,2.4100000000,13.80000000,301.93698665,12.35600000,73.0245495,6.4752347,M3.5 V,3370.00,0.357000,0.380000
GJ 180 b,GJ 180,3,Radial Velocity,2014,17.13300000000,0.0920000000,2.43000000,6.49000000,11.94070000,73.4600970,-17.7761940,M3,3371.00,0.430000,0.413049
GJ 180 c,GJ 180,3,Radial Velocity,2014,24.32900000000,0.1290000000,2.41000000,6.40000000,11.94070000,73.4600970,-17.7761940,M3,3371.00,0.430000,0.413049
GJ 180 d,GJ 180,3,Radial Velocity,2020,106.30000000000,0.3090000000,2.66000000,7.56000000,11.94070000,73.4600970,-17.7761940,M3,3371.00,0.430000,0.413049
GJ 2030 b,GJ 2030,2,Radial Velocity,2022,2.38129000000,0.0340000000,2.03000000,4.76742611,37.07880000,50.8237604,-7.7950429,,5485.00,0.960000,2.241040
GJ 2030 c,GJ 2030,2,Radial Velocity,2022,25533.11353000000,16.7610000000,12.30000000,4069.15709482,37.07880000,50.8237604,-7.7950429,,5485.00,0.960000,2.241040
GJ 2056 b,GJ 2056,1,Radial Velocity,2020,69.97100000000,0.2830000000,4.17000000,16.20000000,28.44340000,108.0194945,-24.8921008,M0V:,4069.95,0.620000,0.709495
GJ 2126 b,GJ 2126,1,Radial Velocity,2025,272.70000000000,0.7100000000,13.60000000,413.17692910,38.12900000,257.3606793,-35.3917190,M0 V,4159.00,0.650000,0.728000
GJ 229 A c,GJ 229,2,Radial Velocity,2020,121.93268000000,0.3840000000,2.87000000,8.58136699,5.75624000,92.6435993,-21.8677233,M1.5V,3564.00,0.509000,0.460000
GJ 229 b,GJ 229,2,Radial Velocity,2014,579.47495000000,1.0860000000,3.97000000,14.93793513,5.75624000,92.6435993,-21.8677233,M1.5V,3564.00,0.509000,0.460000
GJ 238 b,GJ 238,1,Transit,2024,1.74469990000,0.0212300000,0.56600000,0.12600000,15.21420000,98.4548810,-58.5250316,M2.5 V,3485.00,0.419300,0.431400
GJ 251 b,GJ 251,2,Radial Velocity,2020,14.23700000000,0.0808000000,1.79000000,3.85000000,5.58057000,103.7002499,33.2664632,M3.0 V,3342.00,0.350000,0.360000
GJ 251 c,GJ 251,2,Radial Velocity,2025,53.64700000000,0.1960000000,1.80000000,3.88000000,5.58057000,103.7002499,33.2664632,M3.0 V,3342.00,0.350000,0.360000
GJ 27.1 b,GJ 27.1,1,Radial Velocity,2014,15.81900000000,0.1010000000,3.66000000,13.00000000,23.60620000,9.9980016,-44.2541679,M0.5 V,3542.00,0.530000,0.518887
GJ 273 b,GJ 273,2,Radial Velocity,2017,18.64980000000,0.0911010000,1.51000000,2.89000000,5.92153500,111.8520910,5.2258070,M3.5,3382.00,0.290000,0.293000
GJ 273 c,GJ 273,2,Radial Velocity,2017,4.72340000000,0.0364670000,1.06000000,1.18000000,5.92153500,111.8520910,5.2258070,M3.5,3382.00,0.290000,0.293000
GJ 3021 b,GJ 3021,1,Radial Velocity,2000,133.71000000000,0.4900000000,13.10000000,1071.04000000,17.55590000,4.0634323,-79.8514218,G6 V,5540.00,0.900000,0.900000
GJ 3082 b,GJ 3082,1,Radial Velocity,2020,11.94900000000,0.0790000000,2.79000000,8.20000000,16.61860000,18.6432425,-53.9407751,M4,3910.00,0.470000,0.465216
GJ 3090 b,GJ 3090,2,Transit,2022,2.85310198000,0.0316000000,2.18000000,4.52000000,22.47510000,20.4384281,-46.7147234,M2 V,3707.00,0.519000,0.516000
GJ 3090 c,GJ 3090,2,Radial Velocity,2026,15.94070000000,0.0997000000,3.14000000,10.00000000,22.47510000,20.4384281,-46.7147234,M2 V,3707.00,0.519000,0.516000
GJ 3138 b,GJ 3138,3,Radial Velocity,2017,1.22003000000,0.0197000000,1.18000000,1.78000000,28.47120000,32.2977385,-16.3392495,M0,3717.00,0.681000,0.500000
GJ 3138 c,GJ 3138,3,Radial Velocity,2017,5.97400000000,0.0570000000,1.88000000,4.18000000,28.47120000,32.2977385,-16.3392495,M0,3717.00,0.681000,0.500000
GJ 3138 d,GJ 3138,3,Radial Velocity,2017,257.80000000000,0.6980000000,3.23000000,10.50000000,28.47120000,32.2977385,-16.3392495,M0,3717.00,0.681000,0.500000
GJ 317 b,GJ 317,2,Radial Velocity,2007,695.69000000000,1.1380000000,13.30000000,794.50000000,15.19680000,130.2445254,-23.4528090,M3.5 V,3496.00,0.402000,0.403000
GJ 317 c,GJ 317,2,Radial Velocity,2016,6500.00000000000,5.0400000000,13.60000000,454.49462201,15.19680000,130.2445254,-23.4528090,M3.5 V,3496.00,0.402000,0.403000
GJ 3222 b,GJ 3222,1,Radial Velocity,2022,10.66669000000,0.0910000000,3.40000000,11.44182265,18.23817000,50.8972464,-40.0762325,K0V,5257.46,0.890000,0.931389
GJ 328 b,GJ 328,2,Radial Velocity,2013,3771.00000000000,4.1100000000,13.30000000,797.74930157,20.52660000,133.7819507,1.5420011,M0.0,3897.00,0.650000,0.630000
GJ 328 c,GJ 328,2,Radial Velocity,2023,241.80000000000,0.6570000000,4.91000000,21.40000000,20.52660000,133.7819507,1.5420011,M0.0,3897.00,0.650000,0.630000
GJ 3293 b,GJ 3293,4,Radial Velocity,2015,30.59870000000,0.1433900000,5.19000000,23.54000000,20.19030000,67.1484425,-25.1713396,M2.5,3466.00,0.420000,0.404000
GJ 3293 c,GJ 3293,4,Radial Velocity,2015,122.61960000000,0.3617500000,4.87000000,21.09000000,20.19030000,67.1484425,-25.1713396,M2.5,3466.00,0.420000,0.404000
GJ 3293 d,GJ 3293,4,Radial Velocity,2017,48.13450000000,0.1939400000,2.67000000,7.60000000,20.19030000,67.1484425,-25.1713396,M2.5,3466.00,0.420000,0.404000
GJ 3293 e,GJ 3293,4,Radial Velocity,2017,13.25430000000,0.0820800000,1.63000000,3.28000000,20.19030000,67.1484425,-25.1713396,M2.5,3466.00,0.420000,0.404000
